c Parsing PB file...
c Converting 673 PB-constraints to clauses...
c   -- Unit propagations: (none)
c   -- Detecting intervals from adjacent constraints: ################################################################
c   -- Clauses(.)/Splits(s): .................................................................................................................................................................
c ---[ 671]---> BDD-cost:    1
c ---[ 669]---> BDD-cost:    1
c ---[ 667]---> BDD-cost:    1
c ---[ 665]---> BDD-cost:    1
c ---[ 663]---> BDD-cost:    1
c ---[ 661]---> BDD-cost:    1
c ---[ 659]---> BDD-cost:    1
c ---[ 657]---> BDD-cost:    1
c ---[ 655]---> BDD-cost:    1
c ---[ 653]---> BDD-cost:    1
c ---[ 651]---> BDD-cost:    1
c ---[ 649]---> BDD-cost:    1
c ---[ 647]---> BDD-cost:    1
c ---[ 645]---> BDD-cost:    1
c ---[ 643]---> BDD-cost:    1
c ---[ 641]---> BDD-cost:    1
c ---[ 639]---> BDD-cost:    1
c ---[ 637]---> BDD-cost:    1
c ---[ 635]---> BDD-cost:    1
c ---[ 633]---> BDD-cost:    1
c ---[ 631]---> BDD-cost:    1
c ---[ 629]---> BDD-cost:    1
c ---[ 627]---> BDD-cost:    1
c ---[ 625]---> BDD-cost:    1
c ---[ 623]---> BDD-cost:    1
c ---[ 621]---> BDD-cost:    1
c ---[ 619]---> BDD-cost:    1
c ---[ 617]---> BDD-cost:    1
c ---[ 615]---> BDD-cost:    1
c ---[ 613]---> BDD-cost:    1
c ---[ 611]---> BDD-cost:    1
c ---[ 609]---> BDD-cost:    1
c ---[ 495]---> Adder-cost: 137   maxlim: 2408   bits: 13/12
c ---[ 494]---> Adder-cost: 235   maxlim: 1976   bits: 12/11
c ---[ 493]---> Sorter-cost: 2504     Base: 2 2 2 2 2 3 2 13
c ---[ 492]---> Adder-cost: 224   maxlim: 1482   bits: 12/11
c ---[ 491]---> Adder-cost: 140   maxlim: 2307   bits: 13/12
c ---[ 490]---> Adder-cost: 269   maxlim: 2202   bits: 13/12
c ---[ 489]---> Adder-cost: 186   maxlim: 2411   bits: 13/12
c ---[ 488]---> Adder-cost: 233   maxlim: 2116   bits: 13/12
c ---[ 487]---> Adder-cost: 152   maxlim: 2149   bits: 13/12
c ---[ 486]---> Adder-cost: 207   maxlim: 1752   bits: 12/11
c ---[ 485]---> Adder-cost: 130   maxlim: 1404   bits: 12/11
c ---[ 484]---> Adder-cost: 206   maxlim: 2275   bits: 13/12
c ---[ 483]---> Adder-cost: 122   maxlim: 2029   bits: 12/11
c ---[ 482]---> Adder-cost: 224   maxlim: 2017   bits: 12/11
c ---[ 481]---> Adder-cost: 131   maxlim: 1856   bits: 12/11
c ---[ 480]---> Adder-cost: 254   maxlim: 2102   bits: 13/12
c ---[ 479]---> Adder-cost: 144   maxlim: 1696   bits: 12/11
c ---[ 478]---> Adder-cost: 233   maxlim: 1933   bits: 12/11
c ---[ 477]---> Adder-cost: 127   maxlim: 1482   bits: 12/11
